path_id	project_id	project_number	project_name	project_title	project_description	project_duration_hours	project_illustration	project_url
536	0	4		Réalisez un premier rendez-vous client	Vous avez obtenu des rendez-vous commerciaux. Préparez-les en vous adaptant à chaque client, en anticipant les objections potentielles et assurez ainsi leur réussite !	80		
536	0	5		Négociez la signature d'un contrat	Vous avez obtenu un accord de principe de la part de votre client, mais ce n'est pas terminé ! Entrez dans le jeu des négociations et contractualisez un accord gagnant-gagnant.	70		
536	0	6		Entretenez votre relation client	Votre bilan mi-annuel arrive bientôt. C'est le moment de faire le point sur votre activité et votre portefeuille client. Explorez de nouvelles pistes pour établir la relation client sur le long terme.	80		
102	0	1		Démarrez votre formation de Responsable en sécurité des Systèmes d'information	Mettez-vous dans les meilleures conditions pour réussir votre parcours : projetez-vous dans votre formation, définissez votre planning et appropriez-vous les outils essentiels pour apprendre.	10		
102	0	2		24h dans la peau d'un Responsable en sécurité des Systèmes d'information	A partir de témoignages, vous découvrirez les missions au quotidien d'un RSSI et commencerez à clarifier votre projet professionnel	10		
102	0	3		Sécurisez l'infrastructure SI d'une entreprise	A partir d'une demande d'un client, vous proposerez une architecture SI sécurisée.	50		
102	0	4		Sécurisez une application du SI	Afin d'aider votre entreprise à réaliser une application web sécurisée pour accéder à son SI existant, vous proposerez la liste des vulnérabilités et rédigerez votre proposition pour présenter votre solution technique.	50		
102	0	5		Auditez la sécurité SI de l'entreprise	A partir de l'architecture SI de l'entreprise et de la politique SSI, vous proposerez un plan d'audit de sécurité contenant un audit externe et un audit interne.	60		
102	0	6		Mettez en place la surveillance de la sécurité SI	A partir de l'architecture Si d'une entreprise, vous proposerez une architecture de surveillance SI, ses règles et des procédures de traitement d'alertes.	50		
102	0	7		Investiguez un incident de sécurité	A partir de logs réseau, systèmes et applicatifs, vous effectuerez une analyse forensique pour détecter les attaques qui ont été menées et rédigerez un rapport d'incident qui évalue l'impact des attaques SI.	60		
102	0	8		Créez et présentez votre CV pour un entretien	Dans ce projet, vous réalisez votre CV pour rechercher votre stage ou votre premier job dans la sécurité des SI !	10		
102	0	9		Gérez le risque SI d'une organisation	A partir des informations métier et organisationnelles d'une entreprise, du contexte des menaces et des obligations légales, vous identifierez les menaces sur la sécurité SI et évaluerez l'impact des attaques pour proposer une politique de sécurité.	90		
102	0	10		Réalisez une veille sur les menaces et les solutions	Réalisez une veille technologique sur les vulnérabilités, les attaques et la réglementation, et rédigez un rapport de veille en évaluant des produits de sécurité du marché.	10		
102	0	11		Réalisez un stage (ou une mission en entreprise) dans la sécurité des systèmes d'information	Pour valider votre formation, vous allez devoir effectuer un stage de 6 mois (20 à 26 semaines) afin de mettre en pratique vos compétences de futurs Responsable en sécurité des systèmes d'information.	735		
592	0	1		Démarrez votre formation de Business Intelligence Analyst	Mettez-vous dans les meilleures conditions pour réussir votre parcours : projetez-vous dans votre formation, définissez votre planning, appropriez-vous les outils essentiels pour apprendre et identifiez les attendus de votre futur métier	15		
592	0	2		Visualisez des données avec Excel	Réalisez votre premiere visualisation de données afin de contrôler la satisfaction client.	20		
592	0	3		Requêtez une base de données avec SQL	Aidez une entreprise de l'assurance à mieux accompagner ses clients en analysant le marché des assurances habitation.	40		
592	0	4		Collectez des données en respectant les normes RGPD	Aidez une entreprise à traiter des données dans le respect des bonnes pratiques en termes de confidentialité définies en interne.	25		
592	0	5		Interrogez une base de données avec SQL pour suivre la satisfaction client	Améliorez vos compétences en requêtage SQL, en analysant les avis clients d'une entreprise de la grande distribution.	40		
592	0	6		Optimisez la gestion du stock d’une boutique en nettoyant ses données	Aidez une entreprise de la grande distribution à nettoyer et joindre deux fichiers de données afin de voir plus clair dans ses ventes	50		
592	0	7		Créez un tableau de bord dynamique avec Power BI pour visualiser l’avancement de projets	Aidez une entreprise du domaine de la santé à développer un outil de suivi pour faciliter leur gestion de projet et identifier les retards.	40		
592	0	8		Analysez l’évolution des prix de l’immobilier avec Python	Accompagnez votre client dans son changement de stratégie en analysant les tendances de prix afin de détecter de futures opportunités	55		
592	0	9		Créez votre portfolio de Business Intelligence Analyst ou réalisez une application professionnelle	Présentez vos compétences et vos projets de formation de BI analyst dans un tableau de bord original pour convaincre un recruteur potentiel et prendre du recul sur vos compétences, ou réalisez une application professionnelle en entreprise.	320		
324	0	1		Prenez en main votre formation de Data Analyst	Mettez-vous dans les meilleures conditions pour réussir votre parcours : projetez-vous dans votre formation, définissez votre planning et appropriez-vous les outils essentiels pour apprendre.	10		
324	0	2		Faites une analyse des ventes pour un e-commerce	Choisissez les bons graphiques pour synthétiser votre analyse des ventes et générez des graphiques avec Excel.	60		
324	0	3		Créez et utilisez une base de données immobilière avec SQL	À partir des données de votre agence immobilière, concevez et créez une base de données, puis faites des requêtes SQL pour extraire certaines données.	70		
324	0	4		Réalisez une étude de santé publique avec R ou Python	Prenez en main le langage de votre choix entre R et Python pour analyser les données de la FAO sur la faim dans le monde.	90		
324	0	5		Optimisez la gestion des données d'une boutique avec R ou Python	Les données de cette entreprise sont mal organisées. Faites cohabiter les différents jeux de données pour effectuer l'analyse demandée.	80		
324	0	6		Analysez les ventes d'une librairie avec R ou Python	Vous avez accès à toutes les données de vente de votre client, une librairie. Répondez à leurs demandes en analysant les comportements d'achats.	100		
324	0	7		Analysez des indicateurs de l'égalité femme-homme avec Knime	Collectez les données des collaborateurs de votre entreprise en respectant le RGPD. Puis tirez-en les indicateurs de l'égalité homme-femme avec l'outil d'ETL Knime.	100		
324	0	8		Faites une étude sur l'eau potable	Créez des dashboards sur Tableau pour visualiser les données de l'accès à l'eau potable dans le monde pour votre ONG.	100		
324	0	9		Produisez une étude de marché avec R ou Python	Etudiez le marché de votre entreprise grâce à du clustering et une ACP pour faire des recommandations stratégiques.	80		
324	0	10		Détectez des faux billets avec R ou Python	Construisez un modèle de prédiction pour détecter des faux billets grâce à du clustering et de la régression logistique avec R ou Python.	110		
164	0	1		Définissez votre stratégie d'apprentissage	Mettez-vous dans les meilleures conditions pour réussir votre parcours : projetez-vous dans votre formation, définissez votre planning et appropriez-vous les outils essentiels pour apprendre.	10		
164	0	2		Analysez des données de systèmes éducatifs	"L'entreprise ""academy"" cherche à s'étendre à l'international. Dans ce premier projet, vous ferez des recommandations stratégiques à partir de données de systèmes éducatifs."	60		
164	0	3		Concevez une application au service de la santé publique	"L'agence ""Santé publique France"" a lancé un appel à projet autour des problématiques alimentaires. Vous proposerez une application basée sur des données nutritionnelles."	70		
164	0	4		Anticipez les besoins en consommation de bâtiments	Pour atteindre son objectif de ville neutre en émissions de carbone en 2050, la ville de Seattle a besoin de vous. Votre mission ? Prédire la consommation électrique des bâtiments municipaux.	100		
164	0	5		Segmentez des clients d'un site e-commerce	Vous êtes consultant pour Olist, un site e-commerce brésilien. Les équipes marketing ont besoin de segmenter leurs clients pour optimiser les campagnes de communication.	70		
164	0	6		Classifiez automatiquement des biens de consommation	Votre entreprise cherche à lancer une place de marché e-commerce. Vous devrez tester la faisabilité d'un moteur de classification de biens de consommation.	100		
164	0	7		Implémentez un modèle de scoring	Au sein d'une société financière, vous allez développer et implémenter un modèle de scoring pour aider les équipes métiers à accorder un crédit à un client.	120		
164	0	8		Déployez un modèle dans le cloud	Votre startup AgriTech souhaite développer une application mobile permettant de détecter des fruits sur une photo. A vous d'industrialiser le modèle à grande échelle grâce aux outils du big data !	70		
148	0	1		Définissez votre stratégie d'apprentissage	Mettez-vous dans les meilleures conditions pour réussir votre parcours : projetez-vous dans votre formation, définissez votre planning et appropriez-vous les outils essentiels pour apprendre.	10		
148	0	2		Concevez une application au service de la santé publique	"L'agence ""Santé publique France"" a lancé un appel à projet autour des problématiques alimentaires. Vous proposerez une application basée sur des données nutritionnelles."	70		
148	0	3		Anticipez les besoins en consommation de bâtiments	Pour atteindre son objectif de ville neutre en émissions de carbone en 2050, la ville de Seattle a besoin de vous. Votre mission ? Prédire la consommation électrique des bâtiments municipaux.	100		
148	0	4		Segmentez des clients d'un site e-commerce	Vous êtes consultant pour Olist, un site e-commerce brésilien. Les équipes marketing ont besoin de segmenter leurs clients pour optimiser les campagnes de communication.	70		
148	0	5		Catégorisez automatiquement des questions	Sur le site Stack Overflow, les utilisateurs posent des questions liées à l’informatique. Vous êtes en charge de développer un système permettant de tagger automatiquement les questions des utilisateurs.	80		
148	0	6		Classez des images à l'aide d'algorithmes de Deep Learning	Une association animalière souhaite automatiser l'identification de ses pensionnaires à partir de leurs photos. C'est l'occasion d'utiliser des modèles de Deep Learning, très performants pour classer des images !	100		
148	0	7		Développez une preuve de concept (option stage)	La Data Science évolue en permanence et vous devrez en suivre les développements. Dans ce projet libre, vous ferez une recherche sur l'état de l'art dans le but de développer une preuve de concept (POC).	30		
148	0	8		Participez à une compétition Kaggle !	Pour ce dernier projet, vos compétences de Data Scientist seront mises à l’épreuve… Vous participerez à la compétition Kaggle de votre choix. Que la force soit avec vous !	50		
188	0	1		Démarrez votre formation d'Ingénieur IA	Mettez-vous dans les meilleures conditions pour réussir votre parcours : projetez-vous dans votre formation, définissez votre planning et appropriez-vous les outils essentiels pour apprendre.	30		
188	0	2		Participez à un concours sur la Smart City	Ingénieur IA débutant, vous souhaitez vous entraîner en participant à un concours en ligne organisé par une ONG. L’objectif ? Contribuer au développement de la ville du futur !	60		
188	0	3		Préparez des données pour un organisme de santé publique	Un organisme de santé publique souhaite aider les agents à exploiter leurs données brutes.	80		
188	0	4		Construisez un modèle de scoring	Au sein d'une société financière, vous allez construire un modèle de scoring pour aider les équipes métiers à accorder un crédit à un client.	80		
188	0	5		Segmentez des clients d'un site e-commerce	Vous êtes consultant pour Olist, un site e-commerce brésilien. Les équipes marketing ont besoin de segmenter leurs clients pour optimiser les campagnes de communication.	70		
188	0	6		Améliorez le produit IA de votre start-up	Vous êtes Ingénieur IA pour un site qui référence des restaurants. Vous allez travailler sur une nouvelle fonctionnalité de collaboration du produit.	80		
188	0	7		Détectez les Bad Buzz grâce au Deep Learning	Vous êtes consultant IA dans un cabinet spécialisé en marketing digital. Votre client souhaite utiliser l’IA pour détecter les Bad Buzz en lien avec sa marque.	70		
188	0	8		Participez à la conception d'une voiture autonome	Votre entreprise conçoit des systèmes embarqués de vision par ordinateur pour les véhicules autonomes. Dans l’équipe projet, vous êtes responsable de la segmentation des images.	90		
188	0	9		Réalisez une application de recommandation de contenu	Vous êtes CTO d’une start-up qui souhaite commercialiser un produit de recommandation de livres à ses clients. Vous souhaitez lancer une première version de l’application.	80		
188	0	10		Développez un chatbot pour réserver des vacances	Votre entreprise de tourisme souhaite produire un chatbot pour aider ses clients à réserver un billet d’avion. C’est vous que l'on désigne pour développer ce chatbot !	100		
188	0	11		Réalisez le cadrage d’un projet IA	Dans quelques jours va se tenir le COMEX qui validera la roadmap produit de votre entreprise. Vous allez cadrer le projet afin de convaincre les dirigeants que votre produit possède un fort potentiel.	60		
97	0	1		Démarrez votre formation de UX Designer	Mettez-vous dans les meilleures conditions pour réussir votre parcours : projetez-vous dans votre formation, définissez votre planning et appropriez-vous les outils essentiels pour apprendre.	20		
97	0	2		Découvrez le métier de UX designer	Le UX Designer mobilise dans son quotidien l'approche centrée sur l'humain. Dans ce projet, vous travaillerez sur la personne que vous connaissez le mieux : vous-même !	50		
97	0	3		Menez une étude utilisateurs	Une marque multinationale vous sollicite pour mener une étude sur la façon dont les gens boivent du café. Dans ce projet, vous réaliserez cette étude en utilisant plusieurs méthodologies de recherche !	120		
97	0	4		Interprétez des données analytiques	Aidez une association ou une entreprise en analysant leurs données de navigation, pour améliorer l'expérience de leurs utilisateurs !	80		
97	0	5		Améliorez l'ergonomie d'un site internet de vacances	Réalisez un test d'utilisabilité sur un site internet, pour améliorer son ergonomie.	80		
97	0	6		Préparez et animez un atelier de co-conception	Organisez un atelier de design-thinking sur l'expérience utilisateur d'un voyage en train !	60		
97	0	7		Prototypez une application mobile	Organisez les fonctionnalités d'une application mobile de façon simple en créant des wireframes.	100		
97	0	8		Définissez une promesse de service	Accompagnez une école de cuisine qui souhaite développer son activité en étudiant l'expérience utilisateur dans son ensemble.	60		
97	0	9		Faites évoluer un service existant	Vous avez déjà audité un site internet. Il est désormais temps de mettre en application les recommandations que vous avez définies !	100		
97	0	10		Créez votre portfolio UX	Vous avez réalisé plusieurs projets UX. Prenez du recul et créez un portfolio pour promouvoir votre travail au sein de la communauté UX !	80		
594	0	1		Démarrez votre formation d'intégrateur web	Découvrez vos projets et planifiez votre formation.	20		
594	0	2		Premiers pas sur le langage HTML	Démarrez sur HTML et CSS en analysant et en complétant une page internet.	20		
594	0	3		Créez la page d'accueil d'une agence de voyage avec HTML & CSS	Démarrez sur HTML et CSS en intégrant la page Web de Booki, une plateforme de réservation de vacances.	80		
594	0	4		Améliorez l'interface d'un site mobile avec des animations CSS	Implémentez le site d’une foodtech en mobile first avec des animations CSS.	60		
594	0	5		Premiers pas sur le langage JavaScript	Vous avez obtenu une mission comme développeur front-end freelance. Vous devez réaliser le carrousel du site Internet d’une imprimerie avec JavaScript.	20		
594	0	6		Créez une page web dynamique avec JavaScript	Aidez votre équipe à finaliser le nouveau site internet d’une architecte grâce à la création d’un site dynamique avec JavaScript, communiquant avec une API.	60		
594	0	7		Planifiez le développement du site de votre client	Planifiez chacune des étapes du projet de développement d’un site de création de menus pour les restaurateurs.	60		
594	0	8		Créez une application web de location immobilière avec React	Implémentez le front end de Kasa, une application de location de logements. Mettez en place des composants avec React et les routes de l'application avec React Router.	60		
594	0	9		Optimisez le référencement d'un site de photographe	Aidez votre client à apparaître en tête des résultats de recherche Google grâce aux bonnes pratiques de SEO et d’accessibilité.	40		
594	0	10		Débuggez le site d'une agence d'événementiel	Prenez le relais d’un autre développeur pour débugger le site de l’agence 724events.	60		
594	0	11		Implémentez le front-end d'une application bancaire avec React	Complétez le code de l'application bancaire Argent Bank avec React et Redux. Vous écriez des appels à l'API REST pour connecter le front au back et vous modéliserez une API.	80		
594	0	12		Créez et publiez votre portfolio de développeur	Déployez votre portfolio en ligne pour donner de la visibilité à vos projets.	40		
595	0	1		Démarrez votre formation de développeur WordPress	Découvrez vos projets et planifiez votre formation.	20		
595	0	2		Premiers pas sur le langage HTML	Démarrez sur HTML et CSS en analysant et en complétant une page internet.	20		
595	0	3		Créez la page d'accueil d'une agence de voyage avec HTML & CSS	Démarrez sur HTML et CSS en intégrant la page Web de Booki, une plateforme de réservation de vacances.	70		
595	0	4		Créer un site complet avec WordPress sans utiliser de code	Créez le site d’une marque de vêtements grâce à WordPress et Elementor, sans utiliser de code.	50		
595	0	5		Premiers pas sur le langage PHP	Une galerie d’art souhaite améliorer la maintenabilité de son site. Faites vos premiers pas sur PHP pour automatiser la création des pages et retirer le code dupliqué.	20		
595	0	6		Personnalisez un thème WordPress pour une startup avec HTML, CSS et PHP	Développez le site WordPress d’une jeune marque de boissons énergisantes. Utilisez PHP, les hooks et les filtres pour développer le site, et découvrez GitHub pour versionner le code.	70		
595	0	7		Optimisez un site WordPress existant pour une marque de vêtements	Vous avez prospecté Chic Dressing en leur envoyant un audit et des recommandations pour améliorer leur site. Votre mission est d’optimiser les performances et le SEO de leur site.	50		
595	0	8		Premiers pas sur le langage JavaScript	Vous avez obtenu une mission comme développeur front-end freelance. Vous devez réaliser le carrousel du site Internet d’une imprimerie avec JavaScript.	20		
595	0	9		Améliorez le site d'un studio d'animation avec JavaScript et des animations CSS	Ajoutez des éléments animés dans le site WordPress du studio Koukaki : vidéo, carrousel, effets de parallaxe ou encore d'apparition.	60		
595	0	10		Débuggez et testez un site WordPress d'outillage médical	L’équipe de MedIT a cassé son site en voulant le mettre à jour. A vous de le remettre en état de marche et de résoudre les problèmes qui subsistent.	40		
595	0	11		Créez un site WordPress complexe pour une photographe freelance	A partir de maquettes, vous devez créer un site personnalisé et léger pour une photographe, grâce aux custom post types ou encore aux champs ACF avec PHP.	90		
595	0	12		Planifiez le développement d'un site de vente de vélos électriques	Vous êtes recruté pour développer le nouveau site de e-commerce d’une start-up. Vous allez définir les spécifications techniques et planifier le projet de développement.	60		
595	0	13		Créez et publiez votre portfolio de développeur	Déployez votre portfolio en ligne avec WordPress pour donner de la visibilité à vos projets. Vous êtes libre de développer le portfolio de votre choix (outils, interface, etc.)	30		
717	0	1		Démarrez votre formation de développeur web	Découvrez vos projets et planifiez votre formation.	20		
717	0	2		Créez la page d'accueil d'une agence de voyage avec HTML & CSS	Démarrez sur HTML et CSS en intégrant la page Web de Booki, une plateforme de réservation de vacances.	80		
717	0	3		Créez une page web dynamique avec JavaScript	Aidez votre équipe à finaliser le nouveau site internet d’une architecte grâce à la création d’un site dynamique avec JavaScript, communiquant avec une API.	60		
717	0	4		Planifiez le développement du site de votre client	Planifiez chacune des étapes du projet de développement d’un site de création de menus pour les restaurateurs.	40		
717	0	5		Débuggez et optimisez un site de photographe	Aidez votre client à apparaître en tête des résultats de recherche Google grâce aux bonnes pratiques de SEO et d’accessibilité. Vous devrez également debugger certaines anomalies dans le code.	50		
717	0	6		Créez une application web de location immobilière avec React	Implémentez le front end de Kasa, une application de location de logements. Mettez en place des composants avec React et les routes de l'application avec React Router.	60		
717	0	7		Développez le back-end d'un site de notation de livres	Créez le back-end d’un site de notation de livres pour qu’il s’intègre correctement avec le front-end. Vous utilisez Node.js, Express et MongoDB.	60		
717	0	8		Créez et publiez votre portfolio de développeur	Déployez votre portfolio en ligne pour donner de la visibilité à vos projets.	30		
500	0	1		Définissez votre stratégie d'apprentissage	Mettez-vous dans les meilleures conditions pour réussir votre parcours : projetez-vous dans votre formation, définissez votre planning et appropriez-vous les outils essentiels pour apprendre.	10		
500	0	2		Intégrez un thème Wordpress pour un client	Votre nouveau client, une agence immobilière de montagne, a besoin d'un site web pour présenter les chalets qu'elle vend. Vous allez utiliser Wordpress pour créer son site !	80		
500	0	3		Analysez les besoins de votre client pour son festival de films	En tant que développeur, on vous demande souvent de lister les fonctionnalités dont a besoin le client et de proposer une solution technique adaptée. Vous devez donc sélectionner la solution qui vous semble la plus à même de répondre à son besoin !	80		
500	0	4		Concevez la solution technique d'une application de restauration en ligne, ExpressFood	Utilisez vos connaissances en UML et MySQL pour imaginer et concevoir l'architecture de la base de donnée d'une application de restauration !	100		
500	0	5		Créez votre premier blog en PHP	Développez votre première application web avec PHP et MySQL, et offrez-vous une visibilité intéressante sur le web.	130		
500	0	6		Développez de A à Z le site communautaire SnowTricks	Mettez en pratique ce que vous avez appris pour développer le site communautaire pour snowboaders de Jimmy Sweat. Vous utiliserez le framework Symfony pour développer cette application web.	120		
500	0	7		Créez un web service exposant une API	Vous exposerez une API, atteignant le niveau 3 du modèle de Richardson. Vous développerez votre application avec le framework Symfony.	120		
500	0	8		Améliorez une application existante de ToDo & Co	Vous apprendrez à intégrer une équipe déjà en place. Comment faire des modifications dans une application déjà existante, cibler et respecter les conventions déjà mise en place.	100		
500	0	9		Construisez une veille technologique et (optionnel) effectuez un stage	Pour ce projet vous allez construire votre outil de veille technologique, et vous avez également l’option effectuer un stage !	10		
501	0	1		Définissez votre stratégie d'apprentissage	Mettez-vous dans les meilleures conditions pour réussir votre parcours : projetez-vous dans votre formation, définissez votre planning et appropriez-vous les outils essentiels pour apprendre.	10		
501	0	2		Intégrez la communauté OpenClassrooms !	Il est temps de vous présenter aux autres élèves ! Apprenez à utiliser les outils de versionning Git et GitHub tout en intégrant la communauté OpenClassrooms.	10		
501	0	3		Créez votre premier jeu vidéo avec Swift !	Dans ce projet, nous allons concevoir un prototype de jeu de combat entre personnages avec Swift. La Programmation Orientée Objet n'aura plus de secret pour vous !	100		
501	0	4		Développez Instagrid : une application de montage photo !	Un agence de design fait appel à vous pour finaliser l'application de montage photo Instagrid. Développez la solution qui répondra à ses attentes !	80		
501	0	5		Améliorez une application existante	Vous venez à la rescousse d'un projet déjà lancé. À vous de jouer pour améliorer la qualité de l'application existante. Vous y ajouterez également des tests pour vous assurer de sa robustesse.	50		
501	0	6		Analysez les besoins de votre client pour son groupe de pizzerias	Un client vous sollicite pour créer un système de gestion des commandes pour ses pizzerias. À vous d'analyser ses besoins et d'élaborer les spécifications fonctionnelles du futur système.	80		
501	0	7		Concevez la solution technique d’un système de gestion de pizzerias	Un client souhaite créer un système de gestion pour ses pizzerias. Vous devez concevoir une solution technique adaptée à son besoin, et préparer la réalisation du projet en proposant une méthodologie adaptée et un cadrage projet.	80		
501	0	8		Documentez votre système de gestion de pizzeria	Le système de gestion du groupe de pizzerias est en production. Rédigez sa documentation comprenant un dossier de conception fonctionnelle, un dossier de conception technique, un dossier d'exploitation et un PV de livraison finale.	20		
501	0	9		Réalisez une application de voyage	Créez une application complète avec une navigation simple entre plusieurs pages. Proposez des fonctionnalités utiles à tous les voyageurs !	80		
501	0	10		Créez l’application Reciplease… pour de bons petits plats !	Vous ne savez pas quoi cuisiner ce soir ? Fini l'angoisse du repas. Développez l'application Reciplease pour dénicher la bonne recette !	80		
501	0	11		Construisez une veille technologique et (optionnel) effectuez un stage	Pour ce projet vous allez construire votre outil de veille technologique, et vous avez également l’option effectuer un stage !	10		
501	0	12		Réalisez un projet libre	Le projet que vous attendiez tous, le projet libre ! Contribuez à votre écosystème en créant l'application de votre choix !	150		
511	0	1		Démarrez votre formation de développeur d'application Android	Mettez-vous dans les meilleures conditions pour réussir votre parcours : projetez-vous dans votre formation, définissez votre planning et appropriez-vous les outils essentiels pour apprendre.	30		
511	0	2		Analysez les tests de l’application MagIC GitHub	Avez-vous déjà rêvé de devenir un véritable sapeur-pompier ? Montez dans votre camion, allumez les sirènes et faites en sorte que les tests de cette application passent tous au vert !	50		
511	0	3		Développez une nouvelle fonctionnalité pour l'application Entrevoisins et testez-la	Vous avez rejoint une start-up qui développe une application de partage de services innovants. Ajoutez votre pierre à l'édifice en développant une nouvelle fonctionnalité et testez-la.	70		
511	0	4		Créez une application de gestion de réunions	Votre lead dev vous demande de développer une application de A à Z. Prêt à relever ce nouveau défi ? À vos claviers.	110		
511	0	5		Délivrez une application mobile en production	L'application de votre client fonctionne parfaitement bien. Cependant, lors d'une rotation de l'écran ou d'un redémarrage de votre application, les données disparaissent... Remédiez à ce problème grâce à SQLite !	110		
511	0	6		Analysez les besoins de votre client pour son groupe de pizzerias	Un client vous sollicite pour créer un système de gestion des commandes pour ses pizzerias. À vous d'analyser ses besoins et d'élaborer les spécifications fonctionnelles du futur système.	80		
511	0	7		Trouvez un restaurant pour déjeuner avec vos collègues	Vous ne savez jamais où aller déjeuner ni quels sont les collègues motivés à se joindre à vous ? Avec l'application Go4Lunch, vous allez passer de super moments avec vos collègues !	100		
511	0	8		Concevez la solution technique d’un système de gestion de pizzerias	Un client souhaite créer un système de gestion pour ses pizzerias. Vous devez concevoir une solution technique adaptée à son besoin, et préparer la réalisation du projet en proposant une méthodologie adaptée et un cadrage projet.	80		
511	0	9		Devenez un as de la gestion immobilière	Développez une application de gestion immobilière permettant aux agents de travailler efficacement avec leur tablette ou leur smartphone.	100		
